algo_name,source_name
federated_secure_aggregation,ai_fpga_hls_algorithms
federated_secure_data_sharing,ai_fpga_hls_algorithms
federated_secure_gradient_aggregation,ai_fpga_hls_algorithms
federated_secure_model_aggregation,ai_fpga_hls_algorithms
federated_secure_model_inference,ai_fpga_hls_algorithms
federated_secure_model_training,ai_fpga_hls_algorithms
federated_secure_mpc,ai_fpga_hls_algorithms
federated_self_supervised_learning,ai_fpga_hls_algorithms
federated_semi_supervised_learning,ai_fpga_hls_algorithms
federated_sgd,ai_fpga_hls_algorithms
federated_transfer_learning,ai_fpga_hls_algorithms
federated_unsupervised_learning,ai_fpga_hls_algorithms
federated_unsupervised_representation_learning,ai_fpga_hls_algorithms
federated_zero_shot_learning,ai_fpga_hls_algorithms
feed_forward_network,ai_fpga_hls_algorithms
few_shot_learning,ai_fpga_hls_algorithms
fft_8_point,operators
fft_strided,MachSuite
fft_transpose,MachSuite
fibonacci,leetcode_hls_algorithms
fine_tuning,ai_fpga_hls_algorithms
fir_filter,operators
fir_filter,hls_algorithms
fixed_point_addition,hls_algorithms
fixed_point_multiplication,hls_algorithms
fixed_point_sqrt,Vitis-HLS-Introductory-Examples-flatten
flash_attention,ai_fpga_hls_algorithms
flash_memory_cell,operators
float_to_int_pipelined,rtl_module
floating_point_addition,hls_algorithms
floating_point_arithmetic_coprocessor,rtl_module
floating_point_arithmetic_coprocessor_double_precision,rtl_module
floating_point_comparator_unit,rtl_module
floating_point_coprocessor,rtl_module
floating_point_coprocessor_double_precision,rtl_module
floating_point_dsp,rtl_module
floating_point_multiplication,hls_algorithms
floating_point_pipelined_adder_unit,rtl_module
floating_point_pipelined_divider,rtl_module
floating_point_pipelined_divider_unit,rtl_module
floating_point_pipelined_multiplier_unit,rtl_module
floyd-warshall,PolyBench
floyd_warshall,hls_algorithms
focal_loss,ai_fpga_hls_algorithms
four_bit_adder,operators
four_bit_full_adder,rtl_module
fpn,ai_fpga_hls_algorithms
fractional_n_pll,operators
free_running_kernel_remerge_ii4to1,Vitis-HLS-Introductory-Examples-flatten
frequency_counter,rtl_module
frequency_divider,rtl_module
frequency_encoding,ai_fpga_hls_algorithms
frequency_multiplier,rtl_module
fsm,hls_algorithms
ftrl,ai_fpga_hls_algorithms
fully_connected_layer,ai_fpga_hls_algorithms
function_instantiate,Vitis-HLS-Introductory-Examples-flatten
gaussian_blur,hls_algorithms
gemm,PolyBench
gemm_blocked,MachSuite
gemm_ncubed,MachSuite
gemver,PolyBench
gesummv,PolyBench
gini_impurity,ai_fpga_hls_algorithms
global_array_RAM,Vitis-HLS-Introductory-Examples-flatten
global_attention,ai_fpga_hls_algorithms
glu,ai_fpga_hls_algorithms
gpio_controller,operators
gps_baseband_processor,rtl_chip
gps_processor,rtl_chip
gradient_accumulation,ai_fpga_hls_algorithms
gradient_clipping,ai_fpga_hls_algorithms
gramschmidt,PolyBench
graphSAGE,ai_fpga_hls_algorithms
graph_embeddings,ai_fpga_hls_algorithms
graphic_display_processor,rtl_chip
greedy_search,ai_fpga_hls_algorithms
ground_sense_comparator,rtl_module
group_normalization,ai_fpga_hls_algorithms
gru,ai_fpga_hls_algorithms
gsm,CHStone
hamming_distance,ai_fpga_hls_algorithms
hamming_encoder,hls_algorithms
hamming_encoder,operators
hamming_loss,ai_fpga_hls_algorithms
hash_encoding,ai_fpga_hls_algorithms
hashing_techniques,ai_fpga_hls_algorithms
hazard_detection_resolution,hls_algorithms
hcmos_enhanced_floating_point_coprocessor,rtl_module
hcmos_floating_point_coprocessor,rtl_module
heat-3d,PolyBench
hier_func,Vitis-HLS-Introductory-Examples-flatten
hierarchical_attention,ai_fpga_hls_algorithms
hierarchical_classification,ai_fpga_hls_algorithms
hierarchical_federated_learning,ai_fpga_hls_algorithms
high_frequency_multiplier,rtl_module
high_performance_floating_point_coprocessor,rtl_module
high_speed_6bit_adder,rtl_module
high_speed_advanced_adder,rtl_module
high_speed_cmos_logic_4bit_binary_full_adder,rtl_module
high_speed_comparator,rtl_module
hinge_embedding_loss,ai_fpga_hls_algorithms
hinge_loss,ai_fpga_hls_algorithms
histogram_equalization,ai_fpga_hls_algorithms
histogram_equalization,hls_algorithms
histogram_hough_transform_processor,rtl_chip
homogeneity_score,ai_fpga_hls_algorithms
homomorphic_encryption,ai_fpga_hls_algorithms
hough_transform,hls_algorithms
huber_loss,ai_fpga_hls_algorithms
i2c_master_slave_controller,hls_algorithms
identity_comparator,rtl_module
iir_filter,operators
iir_filter,hls_algorithms
iir_filter_4th_order,operators
image_convolution,hls_algorithms
image_resize,ai_fpga_hls_algorithms
image_signal_processor,rtl_chip
imbalanced_learning,ai_fpga_hls_algorithms
imperfect_loop,Vitis-HLS-Introductory-Examples-flatten
incremental_gradient_methods,ai_fpga_hls_algorithms
incremental_learning,ai_fpga_hls_algorithms
inorder_traversal,leetcode_hls_algorithms
instance_normalization,ai_fpga_hls_algorithms
instruction_pipeline,hls_algorithms
int_to_float_pipelined,rtl_module
intelligent_counter,rtl_module
interface_array,Vitis-HLS-Introductory-Examples-flatten
interface_stream,Vitis-HLS-Introductory-Examples-flatten
interrupt_controller,operators
inverted_residuals,ai_fpga_hls_algorithms
ip_checksum,hls_algorithms
ip_frame_routing_processor,rtl_chip
ittyBittyComparator,rtl_module
jaccard_loss,ai_fpga_hls_algorithms
jaccard_similarity,ai_fpga_hls_algorithms
jackknife_resampling,ai_fpga_hls_algorithms
jacobi-1d,PolyBench
jacobi-2d,PolyBench
jensen_shannon_divergence,ai_fpga_hls_algorithms
jk_flip_flop,operators
jk_latch,operators
jpeg_compression,hls_algorithms
jpeg_compression_processor,rtl_chip
jpeg_image_processor,rtl_chip
kalman_filter,hls_algorithms
karaoke_processor,rtl_chip
kmeans,ai_fpga_hls_algorithms
kmeans_clustering,hls_algorithms
kmp,MachSuite
knn,hls_algorithms
knn,ai_fpga_hls_algorithms
knowledge_distillation,ai_fpga_hls_algorithms
kogge_stone_adder,operators
kullback_leibler_divergence,ai_fpga_hls_algorithms
l1_normalization,ai_fpga_hls_algorithms
l2_normalization,ai_fpga_hls_algorithms
label_smoothing,ai_fpga_hls_algorithms
laplace_approximation,ai_fpga_hls_algorithms
large_scale_multiplier,operators
lasso_regression,ai_fpga_hls_algorithms
latched_comparator,rtl_module
layer_normalization,ai_fpga_hls_algorithms
layer_scaling,ai_fpga_hls_algorithms
lcd_flat_panel_processor,rtl_chip
lda,ai_fpga_hls_algorithms
ldo_regulator,operators
levenshtein_distance,ai_fpga_hls_algorithms
lfsr,hls_algorithms
lfsr_16bit,operators
lfsr_32bit,operators
lfsr_8bit,operators
lifelong_learning,ai_fpga_hls_algorithms
lifo_stack,hls_algorithms
linear_regression,hls_algorithms
linear_voltage_regulator,operators
linked_list_traversal,hls_algorithms
lmem_2rw,Vitis-HLS-Introductory-Examples-flatten
log_cosh_loss,ai_fpga_hls_algorithms
log_transform,ai_fpga_hls_algorithms
longest_common_subsequence,leetcode_hls_algorithms
loocv,ai_fpga_hls_algorithms
lookahead_optimizer,ai_fpga_hls_algorithms
low_voltage_comparator,rtl_module
lstm,ai_fpga_hls_algorithms
lstm_cell,ai_fpga_hls_algorithms
lu,PolyBench
lu_decomposition,hls_algorithms
ludcmp,PolyBench
lzw_compress,hls_algorithms
mac,rtl_module
magnitude_comparator,rtl_module
magnitude_comparator,operators
malloc_removed,Vitis-HLS-Introductory-Examples-flatten
manhattan_distance,ai_fpga_hls_algorithms
mann_whitney_u_test,ai_fpga_hls_algorithms
manual_burst_with_conditionals,Vitis-HLS-Introductory-Examples-flatten
map_estimation,ai_fpga_hls_algorithms
master_slave_d_latch,operators
matrix_inversion,hls_algorithms
matrix_multiply,hls_algorithms
max_normalization,ai_fpga_hls_algorithms
max_widen_port_width,Vitis-HLS-Introductory-Examples-flatten
maximum_likelihood_estimation,ai_fpga_hls_algorithms
md5,hls_algorithms
md_grid,MachSuite
md_knn,MachSuite
mean_absolute_error,ai_fpga_hls_algorithms
mean_shift_clustering,ai_fpga_hls_algorithms
mean_squared_error,ai_fpga_hls_algorithms
median_filter,hls_algorithms
memory_allocation,hls_algorithms
merge_load_balance,Vitis-HLS-Introductory-Examples-flatten
merge_round_robin,Vitis-HLS-Introductory-Examples-flatten
merge_two_sorted_lists,leetcode_hls_algorithms
mersenne_twister,hls_algorithms
meta_learning,ai_fpga_hls_algorithms
micro_power_comparator,rtl_module
micro_power_dual_comparator,rtl_module
micro_power_quad_comparator,rtl_module
min_max_scaling,ai_fpga_hls_algorithms
miniature_lcd_counter,rtl_module
mips,CHStone
mirror_descent,ai_fpga_hls_algorithms
mish_activation,ai_fpga_hls_algorithms
mixed_precision_training,ai_fpga_hls_algorithms
mixed_signal_processor,rtl_chip
mixup,ai_fpga_hls_algorithms
mlp,ai_fpga_hls_algorithms
model_checkpointing,ai_fpga_hls_algorithms
model_compression,ai_fpga_hls_algorithms
model_ensemble,ai_fpga_hls_algorithms
model_personalization,ai_fpga_hls_algorithms
modified,Vitis-HLS-Introductory-Examples-flatten
momentum_contrastive_learning,ai_fpga_hls_algorithms
momentum_optimization,ai_fpga_hls_algorithms
morphological_operations,hls_algorithms
motion_processor,rtl_chip
motor_controller,rtl_module
mpc,hls_algorithms
multi_function_counter,rtl_module
multi_head_attention,ai_fpga_hls_algorithms
multi_label_classification,ai_fpga_hls_algorithms
multi_purpose_audio_video_processor,rtl_chip
multi_scale_attention,ai_fpga_hls_algorithms
multi_task_learning,ai_fpga_hls_algorithms
multicore_dsp,rtl_module
multiplier_16bit,operators
multiplier_32bit,operators
multiplier_8bit,operators
multiply_divide_unit,rtl_module
mutual_information,ai_fpga_hls_algorithms
mux_16_to_1,operators
mux_2to1,operators
mux_32_to_1,operators
mux_4_to_1,operators
mux_8_to_1,operators
mux_demux,rtl_module
mux_latch,rtl_module
mux_register,rtl_module
mvt,PolyBench
naive_bayes_classifier,ai_fpga_hls_algorithms
nand_gate,operators
nat,hls_algorithms
native_casts,Vitis-HLS-Introductory-Examples-flatten
navigator_motion_processor,rtl_chip
nearest_neighbor_interpolation,hls_algorithms
nested_cross_validation,ai_fpga_hls_algorithms
nesterov_momentum,ai_fpga_hls_algorithms
neural_architecture_modules,ai_fpga_hls_algorithms
neural_architecture_search,ai_fpga_hls_algorithms
neuron_chip_network_processor,rtl_chip
newton_raphson,ai_fpga_hls_algorithms
nmf,ai_fpga_hls_algorithms
noise_suppression,hls_algorithms
non_restoring_divider,operators
nonvolatile_safety_counter,rtl_module
nor_gate,operators
normalization,ai_fpga_hls_algorithms
normalized_mutual_information,ai_fpga_hls_algorithms
nussinov,PolyBench
nvme_controller,operators
nw,MachSuite
octal_counter,rtl_module
octal_differential_comparator,rtl_module
odd_parity_generator,operators
one_hot_encoding,ai_fpga_hls_algorithms
online_learning,ai_fpga_hls_algorithms
operational_multiplier,rtl_module
optical-flow,rosetta
option_pricing,hls_algorithms
or_gate,operators
ordinal_feature_scaling,ai_fpga_hls_algorithms
original,Vitis-HLS-Introductory-Examples-flatten
osd_processor,rtl_chip
otsu_thresholding,hls_algorithms
packet_filtering,hls_algorithms
parallel_cmos_mac,rtl_module
parallel_computing,ai_fpga_hls_algorithms
parallel_counter,rtl_module
parallel_load_shift_register,rtl_module
parallel_load_shift_registers,rtl_module
parameter_server,ai_fpga_hls_algorithms
parity_checker,operators
particle_swarm_optimization,ai_fpga_hls_algorithms
pca,ai_fpga_hls_algorithms
pci_algorithm,rtl_ip
pcie_endpoint_controller,hls_algorithms
pcie_interface,operators
perceptron,ai_fpga_hls_algorithms
perfect_loop,Vitis-HLS-Introductory-Examples-flatten
peripheral_interface,rtl_module
permutation_testing,ai_fpga_hls_algorithms
phase_comparator,rtl_module
phase_detector,operators
pid_control,hls_algorithms
pipeline_5_stage,operators
pipelined_loop,Vitis-HLS-Introductory-Examples-flatten
pipo_shift_register,operators
piso_shift_register,rtl_module
piso_shift_register,operators
pitch_detection,hls_algorithms
pll,hls_algorithms
pll_2x,operators
pll_4x,operators
pll_8x,operators
pll_clock,rtl_module
pneumatic_counter,rtl_module
png_compression,hls_algorithms
policy_gradient_methods,ai_fpga_hls_algorithms
polynomial_evaluation,hls_algorithms
polynomial_regression,ai_fpga_hls_algorithms
pooling_layer,ai_fpga_hls_algorithms
port_multiplier_chip,rtl_module
portfolio_optimization,hls_algorithms
power_gating,hls_algorithms
power_transformation,ai_fpga_hls_algorithms
precision,ai_fpga_hls_algorithms
precision_voltage_comparator,rtl_module
predetermining_counter,rtl_module
primMST,hls_algorithms
priority_arbiter,operators
priority_encoder,operators
privacy_preserving_ml,ai_fpga_hls_algorithms
product_of_array_except_self,leetcode_hls_algorithms
programmable_counter,rtl_module
programmable_divider,rtl_module
proximal_gradient_method,ai_fpga_hls_algorithms
pruning_aware_training,ai_fpga_hls_algorithms
public_key_acceleration,rtl_ip
pulse_generator,hls_algorithms
pulse_width_modulator,operators
purity_score,ai_fpga_hls_algorithms
push_pull_output_comparator,rtl_module
pwm,rtl_module
pythagoras_processor,rtl_chip
q_learning,ai_fpga_hls_algorithms
qda,ai_fpga_hls_algorithms
qr_decomposition,hls_algorithms
quad_comparator,rtl_module
quad_differential_comparator,rtl_module
quad_serial_subtractor,rtl_module
quantization,ai_fpga_hls_algorithms
quantization_aware_training,ai_fpga_hls_algorithms
r_squared,ai_fpga_hls_algorithms
radar_processor,rtl_chip
radiation_hardened_adder,rtl_module
radio_processor,rtl_chip
ram_uram,Vitis-HLS-Introductory-Examples-flatten
random_erasing,ai_fpga_hls_algorithms
random_search,ai_fpga_hls_algorithms
rbf_network,ai_fpga_hls_algorithms
rc_oscillator,operators
rds_rbds_processor,rtl_chip
recall,ai_fpga_hls_algorithms
reinforcement_learning,ai_fpga_hls_algorithms
relative_position_representations,ai_fpga_hls_algorithms
representation_learning,ai_fpga_hls_algorithms
reset_controller,operators
residual_block,ai_fpga_hls_algorithms
restoring_divider,operators
reversible_jump_mcmc,ai_fpga_hls_algorithms
rgb_processor,rtl_chip
rgb_to_yuv,hls_algorithms
ridge_regression,ai_fpga_hls_algorithms
ring_counter,operators
ripple_carry_adder,operators
rmse,ai_fpga_hls_algorithms
rmsprop_optimizer,ai_fpga_hls_algorithms
rnn,ai_fpga_hls_algorithms
rnn_inference,hls_algorithms
robust_optimization,ai_fpga_hls_algorithms
robust_scaling,ai_fpga_hls_algorithms
roc_curve,ai_fpga_hls_algorithms
rotary_positional_embedding,ai_fpga_hls_algorithms
rotate_array,leetcode_hls_algorithms
round_robin_arbiter,operators
rpn,ai_fpga_hls_algorithms
rsa_encrypt,hls_algorithms
rsa_mod,operators
run_length_encoding,hls_algorithms
sample_rate_conversion,hls_algorithms
sata_controller,operators
sata_port_multiplier,rtl_module
sd_card_interface,operators
sdca,ai_fpga_hls_algorithms
secure_multi_party_computation,ai_fpga_hls_algorithms
seidel-2d,PolyBench
self_attention,ai_fpga_hls_algorithms
self_paced_learning,ai_fpga_hls_algorithms
self_powered_isolated_comparator,rtl_module
self_supervised_contrastive_learning,ai_fpga_hls_algorithms
self_supervised_learning,ai_fpga_hls_algorithms
semi_supervised_learning,ai_fpga_hls_algorithms
semiconductor_signal_processor,rtl_chip
separable_convolution,ai_fpga_hls_algorithms
sequence_to_sequence,ai_fpga_hls_algorithms
serializer_16bit,operators
serializer_32bit,operators
serializer_8bit,operators
seven_stage_pipeline,operators
sha,CHStone
sha1_md5_authentication,rtl_ip
sha256,hls_algorithms
sharc_processor,rtl_chip
sharpness_aware_minimization,ai_fpga_hls_algorithms
shift_register,rtl_module
shift_register,operators
shift_register_2bit,operators
shift_register_schmitt_trigger,rtl_module
shift_registers,rtl_module
sigmoid_normalization,ai_fpga_hls_algorithms
simple_data_driven,Vitis-HLS-Introductory-Examples-flatten
simple_fifos,Vitis-HLS-Introductory-Examples-flatten
simplified_srs_3d_sound_processor,rtl_chip
single_comparator,rtl_module
single_differential_comparator,rtl_module
single_number_problem,leetcode_hls_algorithms
single_supply_comparator,rtl_module
sipo_shift_register,rtl_module
sipo_shift_register,operators
siso_shift_register,operators
slam,hls_algorithms
sliding_window_protocol,hls_algorithms
sobel_edge_detection,hls_algorithms
sobel_edge_detection,ai_fpga_hls_algorithms
softmax_layer,ai_fpga_hls_algorithms
softmax_normalization,ai_fpga_hls_algorithms
sort_radix,MachSuite
sound_processor,rtl_chip
spam-filter,rosetta
sparse_attention,ai_fpga_hls_algorithms
sparse_representations,ai_fpga_hls_algorithms
speech_recognition_processor,rtl_chip
spi_controller,operators
